id	text	label	dimension
S05_E12_112	all organic, and only $13.	 introduce	intent
S04_E17_493	ow! what the hell, cheyenne?	 criticize	intent
S05_E11_509	we can go now.	 leave	intent
S05_E06_439	marcus knocked all my felt tips on the floor	 complain	intent
S04_E10_523	i'm so sorry i'm late.	 apologise	intent
S04_E10_170	anyway, it's called a warehouse	 introduce	intent
S05_E19_195	oh, um, that didn't happen.	 oppose	intent
S05_E17_590	it will, amy. i'm gorgeous.	 flaunt	intent
S06_E02_464	oh, that's really sweet, actually.	 praise	intent
S05_E11_320	it's a freaky time.	 complain	intent
S05_E18_135	yeah, thanks a lot. i...	 thank	intent
S05_E07_39	yeah, sure.	 agree	intent
S04_E01_156	i am doing very well.	 flaunt	intent
S04_E04_407	let's meet our first contestant, marcus white!	 inform	intent
S05_E14_509	dina, where have you been? i've been looking for you.	 care	intent
S05_E14_354	so embarrassing.	 complain	intent
S04_E16_118	yeah, but i don't know how to play a villain.	 complain	intent
S06_E06_340	i wouldn't even buy myself a diamond	 complain	intent
S05_E15_310	thank you.	 thank	intent
S05_E19_170	i'll move her into seasonals with justine.	 arrange	intent
S05_E16_235	yeah, okay, thanks.	 thank	intent
S04_E12_513	i got a secret stash in my office.	 inform	intent
S05_E15_108	hey!	 greet	intent
S04_E10_406	well, i only skip work because you're always telling racist jokes.	 complain	intent
S05_E08_462	great, that's awesome.	 praise	intent
S05_E09_370	i will leave you to it. good-bye.	 leave	intent
S04_E17_110	hey, guys!	 greet	intent
S05_E21_542	because there's so much to think about.	 complain	intent
S04_E17_359	you're emma's hero, amy.	 praise	intent
S05_E17_123	sorry.	 apologise	intent
S05_E08_518	what the hell? you're stealing our toys?	 criticize	intent
S06_E04_60	why are we walking so fast? i'm literally winded.	 complain	intent
S05_E07_82	i'm sorry, i don't know what that was.	 apologise	intent
S05_E19_90	what--what are you doing here?	 care	intent
S04_E05_164	can we please not do all of that right now?	 prevent	intent
S06_E10_285	look, all you guys have to do is go in there	 arrange	intent
S04_E16_297	as of now, i don't know the bunny's preferences	 inform	intent
S04_E07_170	my life is literally hell.	 complain	intent
S05_E07_304	if you help me out and all goes well	 ask for help	intent
S04_E05_102	would you be able to go to my apartment and get this camisole?	 ask for help	intent
S04_E14_267	you're more qualified than glenn ever was.	 praise	intent
S04_E08_263	why does everyone here start conversations like that?	 complain	intent
S05_E16_1	for anyone who hasn't already downloaded the zephra employee app, you need to.	 inform	intent
S06_E08_481	that's not what i meant.	 oppose	intent
S05_E09_344	thank you.	 thank	intent
S05_E12_497	i attended multiple father-daughter dances alone, and when i was 16, everyone made fun of me	 complain	intent
S06_E10_392	hmm. damn. i really thought we were vibing.	 complain	intent
S04_E12_164	that is an amazing offer	 praise	intent
S05_E21_325	hi, brett.	 greet	intent
S04_E10_341	'cause i'm starting to feel attacked right now.	 complain	intent
S05_E19_416	i'm starting to reek.	 complain	intent
S04_E12_87	and corporate would like us to stay until closing so...	 inform	intent
S04_E03_177	you're spraying all-purpose cleaner on the fruit?	 criticize	intent
S05_E21_506	i wish you could see this. you're really struggling.	 taunt	intent
S05_E16_457	you calm down. you're always starting stuff!	 criticize	intent
S06_E01_459	what happened here?	 care	intent
S05_E12_442	thanks, dad.	 thank	intent
S06_E09_163	she's got less brains--	 taunt	intent
S04_E05_46	okay, uh, you seem to be all set, so i guess i'm gonna go?	 leave	intent
S05_E10_417	we're gonna take a sidebar.	 leave	intent
S06_E04_90	i'm gonna turn this place into the most efficient machine	 inform	intent
S05_E15_290	i'm sorry you had to see that, glenn.	 apologise	intent
S04_E01_93	you can just stick it in the... in the p-photo lab.	 arrange	intent
S05_E09_264	i am so sorry.	 apologise	intent
S05_E16_249	i can't feel my hands.	 complain	intent
S05_E18_259	yes.	 agree	intent
S05_E12_475	i mean, come on. the editing is so choppy.	 complain	intent
S05_E06_9	first, we're gonna be handing out goodie bags to the kids.	 arrange	intent
S06_E10_424	excuse me. you can't be in here.	 prevent	intent
S04_E04_246	hey, glenn, i think you left that in the parking lot.	 inform	intent
S05_E12_56	but now i have tons student loan and credit card debts.	 complain	intent
S04_E04_200	funny little people.	 joke	intent
S06_E01_67	hey, any update on when you two lovebirds are moving to cali?	 care	intent
S05_E06_501	uh, i am so honored to receive this sprite	 flaunt	intent
S05_E14_350	how's it going?	 care	intent
S05_E10_263	oh, um, amy, i'm so sorry	 apologise	intent
S05_E10_91	really, it's amazing work that you're doing.	 praise	intent
S04_E05_251	women have been birthing for thousands of years in all kinds of disgusting places.	 complain	intent
S04_E02_500	oh, thank you, sayid.	 thank	intent
S05_E17_130	well thank you	 thank	intent
S04_E04_464	oh, no, i'm not spider-man.	 oppose	intent
S05_E12_547	yeah, don't worry.	 comfort	intent
S05_E06_236	she's my... she's my lady.	 introduce	intent
S05_E11_332	i gotta be honest, that sounds awful.	 complain	intent
S04_E11_238	check them all! go!	 arrange	intent
S05_E18_4	i can do this from muscle memory.	 flaunt	intent
S05_E13_482	look, mateo never got a work permit.	 inform	intent
S04_E06_485	i'm sorry if that doesn't make you feel any better.	 apologise	intent
S05_E08_316	it's just one gift card per customer.	 inform	intent
S05_E11_198	you should be very proud of yourself.	 praise	intent
S05_E14_336	yeah, i got it. sorry.	 apologise	intent
S04_E08_374	he wouldn't have either, so--oh, this is a pickle.	 complain	intent
S05_E14_67	sorry.	 apologise	intent
S05_E13_453	print it out, and then run it back here to me.	 arrange	intent
S04_E01_31	thank you for always tipping 20 bucks	 thank	intent
S05_E14_59	no rush. no rush at all.	 comfort	intent
S05_E16_223	how's stuff been going with you lately?	 care	intent
S05_E16_15	when you enter the store, so no need to swipe in	 inform	intent
S05_E07_419	don't be ashamed.	 comfort	intent
S05_E10_311	okay, yeah, you're looking good on the trunk side.	 praise	intent
S05_E17_141	jeff, this is isabel. she works at zephra.	 introduce	intent
S04_E04_87	dina! what do i do? should i jump the railing?	 ask for help	intent
S05_E16_317	you're a locker-licker too?	 joke	intent
S05_E14_102	aw, that's beautiful.	 praise	intent
S05_E17_48	so glenn, you're gonna be running care packages from the warehouse, or doing that waddle thing you do, whatever works.	 arrange	intent
S05_E15_35	come on, peeps. dig in.	 arrange	intent
S05_E14_331	nothing happened, okay? everything's fine.	 comfort	intent
S04_E06_521	thank you.	 thank	intent
S04_E14_19	and guys, i say this a lot,but we really need to wet down those raccoon droppings before we sweep.	 inform	intent
S06_E08_612	tony's a good kid. i like him.	 praise	intent
S05_E07_119	are you sure you're okay?	 care	intent
S05_E02_95	tay-tay and tine-tine: the slut squad.	 joke	intent
S05_E13_365	okay, that doesn't even make sense.	 oppose	intent
S05_E10_32	sorry i'm late.	 apologise	intent
S04_E13_461	what is wrong with you?	 care	intent
S04_E11_144	come on, don't take it personally.	 comfort	intent
S05_E18_278	okay, this has gotta stop.	 prevent	intent
S06_E01_172	everybody in single-file lines.	 arrange	intent
S06_E01_117	ah, he's just putting on a show.	 taunt	intent
S05_E07_208	yep, that's right.	 agree	intent
S05_E10_2	that's important- and holiday pay.	 inform	intent
S05_E15_346	your holiday numbers were outstanding	 praise	intent
S04_E14_164	glenn, can i borrow $2,000 for sales tax?	 ask for help	intent
S05_E18_332	you guys, don't clap for that.	 prevent	intent
S06_E10_463	glenn, hey, look, i- i'm sorry.	 apologise	intent
S05_E07_161	listen up, scrodes.	 inform	intent
S05_E10_401	okay, just relax.	 comfort	intent
S05_E17_413	i don't know why, but he has been trying to tear me down all day today.	 complain	intent
S04_E01_99	okay.  sorry, that was a poor choice of words.	 apologise	intent
S04_E01_155	god, get over yourself.	 taunt	intent
S05_E15_283	oh, thank god.	 leave	intent
S04_E12_312	i fell up an escalator when i was taking a selfie.	 complain	intent
S05_E06_244	you guys, i am dying right now.	 joke	intent
S05_E14_292	well, we're already 20 minutes behind.	 complain	intent
S05_E11_182	ah, it's great. t-shirt activism.	 praise	intent
S05_E14_367	because to me, this room sucks.	 complain	intent
S04_E07_457	he's a good person. that is real.	 praise	intent
S04_E02_470	thank you, everyone, for coming to the party.	 thank	intent
S05_E07_470	can i have some of the house red?	 ask for help	intent
S04_E16_184	i love it.  like totally lies.	 taunt	intent
S05_E16_182	sorry.	 apologise	intent
S05_E10_292	is there any way that i could get more information?	 ask for help	intent
S04_E16_222	he's the disciple that betrayed jesus.	 criticize	intent
S05_E15_404	everything is just making me wanna cry.	 complain	intent
S05_E09_142	this isn't a library! come on, read and run!	 arrange	intent
S05_E15_349	whatever you're doing, bottle that	 arrange	intent
S06_E04_601	yeah.	 agree	intent
S05_E16_346	wow, first you mute me, then you kill a child.	 criticize	intent
S04_E09_282	no, okay, sir, you may not bring this in here.	 prevent	intent
S04_E09_29	no, do not even think about paying me for this.	 prevent	intent
S05_E13_274	well, uh, marcus, that is all very correct.	 agree	intent
S04_E02_460	i just want to get out of here. how do we get out of here?	 leave	intent
S04_E09_27	oh, um, that sounds like a lot work	 complain	intent
S06_E03_617	i'm sorry jonah.	 apologise	intent
S05_E17_539	jerry.	 greet	intent
S05_E14_184	things have a way of working out for sandra.	 comfort	intent
S05_E14_210	jonah, you set up the chairs. cheyenne, can you make sure that the sound system's working?	 arrange	intent
S06_E03_160	just leave it with me. i'll find someone else.	 leave	intent
S04_E07_512	and your dad abandoned you at a gas station?	 taunt	intent
S05_E16_345	well, we can try. come on, dina.	 leave	intent
S06_E04_15	ah, yeah, that makes sense.	 agree	intent
S04_E04_435	it's a me, a mario!	 introduce	intent
S06_E10_140	eugene? did you lock me out?	 criticize	intent
S05_E19_189	okay, can we just stop talking about this?	 prevent	intent
S05_E18_557	yeah, well thanks, buddy.	 thank	intent
S05_E08_492	he just really knows where to kiss soft	 praise	intent
S04_E04_23	that's like six weeks away.	 inform	intent
S05_E08_564	well, that's nice.	 praise	intent
S05_E10_86	oh, so good to meet you in person.	 greet	intent
S04_E03_82	should we get a scented candle for our nightstand?	 advise	intent
S04_E04_469	attention cloud 9 shoppers, i do not have an announcement	 inform	intent
S05_E13_488	i--i totally get it.	 agree	intent
S05_E11_548	now get back to work.	 arrange	intent
S06_E01_564	it's pretty nice back here.	 praise	intent
S04_E06_42	honestly, you're-- you're really beautiful.	 praise	intent
S06_E04_503	oh, i'm sorry, jonah.	 apologise	intent
S05_E13_253	hey.	 greet	intent
S06_E08_54	mom, come on.	 prevent	intent
S05_E17_234	that's helpful, jeff. thank you.	 thank	intent
S06_E03_370	ah, too much clothing for this horndog.	 taunt	intent
S06_E08_126	so i think i've just been really lonely.	 complain	intent
S04_E07_536	now we're...announcing it.	 inform	intent
S04_E02_300	no worries, i'm out of here.	 leave	intent
S05_E17_513	it wasn't cheyenne!	 oppose	intent
S04_E12_32	well, we're supposed to stay open till 11:00.	 inform	intent
S05_E09_413	and if you were actually doing the work,  and if you were actually doing the work, you would see how hard it is.	 complain	intent
S04_E12_462	i'm prediabetic.	 inform	intent
S05_E13_200	okay, marcus, you next.	 arrange	intent
S04_E09_24	oh, there is no way that i am sending you	 oppose	intent
S05_E12_416	why don't we all chip in?	 advise	intent
S06_E06_88	flooding in the attic and the basement.	 inform	intent
S05_E09_465	uh, sorry. i just got another one.	 apologise	intent
S05_E15_375	okay, and if you could just get me that number by the end of the day, that'd be great.	 arrange	intent
S04_E08_43	i'm sorry, the tickets are non-transferable.	 inform	intent
S04_E14_195	laurie neustadt, you are in violation of rule 17-b of cloud 9 hiring policy.	 inform	intent
S05_E13_471	what? i crushed the interview.	 complain	intent
S04_E07_223	thank you.	 thank	intent
S04_E09_453	so let me know if any of these feel right to you.	 inform	intent
S04_E16_216	they just make fun of me openly to my face.	 complain	intent
S04_E17_473	you don't have to edit it. i'll take care of that.	 inform	intent
S05_E12_81	aww. yeah, maybe you should reconnect before it's too late.	 advise	intent
S05_E14_249	hey, man, sorry about earlier.	 apologise	intent
S05_E15_20	i knew from before. i knew, like, two hours ago.	 flaunt	intent
S05_E21_272	oh! radical.	 praise	intent
S05_E16_394	maybe we should do another lap around the park?	 advise	intent
S05_E11_334	come on. give me a chance.	 ask for help	intent
S05_E15_501	i'm sandra kaluiokalani	 introduce	intent
S04_E13_380	i was expecting you to side with me over dina.	 complain	intent
S05_E15_589	look, i'm sorry, benny, but i had no choice.	 apologise	intent
S04_E09_298	the freezer's full.	 inform	intent
S06_E10_342	why do people think that i'm at fault	 complain	intent
S06_E06_99	what kind of symptoms have you been having?	 care	intent
S05_E19_206	how about carol works with you?	 advise	intent
S05_E17_170	thank you so much.	 thank	intent
S05_E08_508	you're gonna make a lot of kids very happy.	 praise	intent
S05_E15_499	well, it was nice catching up. sandra, let's go.	 leave	intent
S05_E18_209	no. what? it's a--it's a squirrel.	 oppose	intent
S05_E13_408	not 'cause i don't think you deserve it, just 'cause you're doing so bad.	 criticize	intent
S06_E07_191	it's really not. it's not hot juice.	 oppose	intent
S05_E18_410	sure. thank you.	 thank	intent
S05_E14_93	you know, nobody's going to hate you.	 comfort	intent
S05_E11_18	calm down, it's- it's all gonna be fine.	 comfort	intent
S05_E08_335	no, i'm not gonna admit that	 oppose	intent
S04_E16_369	i felt so violated.	 complain	intent
S05_E09_550	it makes me feel icky when you call me hot.	 complain	intent
S06_E01_216	we're also required to wear masks.	 inform	intent
S05_E17_143	oh, maybe i should call you mommy.	 joke	intent
S05_E20_545	hey, glenn, so sorry.	 apologise	intent
S05_E10_66	we doing a dystopian nightmare christmas this year?	 joke	intent
S04_E07_68	it's all on clearance.	 inform	intent
S04_E14_317	can you tell me where inventory is?	 ask for help	intent
S06_E04_581	but hey, sales are up.	 inform	intent
S06_E02_115	thanks for keeping this little assistant arrangement going.	 thank	intent
S06_E07_483	it was you guys the whole time?	 criticize	intent
S05_E07_429	here, you read these.	 arrange	intent
S06_E04_62	cheyenne, you're still gonna have to stay on top of deliveries. produce comes at 11:00.	 arrange	intent
S04_E10_59	applying to be a refugee was even worse.	 complain	intent
S04_E10_410	sheila told me that you're always making her give you back rubs.	 criticize	intent
S04_E16_71	yeah, scott bankroft broke his leg.	 inform	intent
S05_E18_335	it's not a dog toy. i got it here in the store.	 oppose	intent
S05_E11_19	look, corporate sent over a memo that says,  cloud 9 is excited about this exciting new chapter full of exciting possibilities.	 inform	intent
S04_E06_416	i hate to complain, but that machine is so noisy.	 complain	intent
S04_E09_236	you even found some i didn't notice.	 praise	intent
S04_E11_343	my scanner's not working. we can't figure out why.	 ask for help	intent
S05_E17_239	seems like people would rather die than eat that stuff.	 taunt	intent
S05_E08_426	sorry! this is where we're storing	 apologise	intent
S05_E11_273	or maybe there's a slightly less depressing solution, like	 advise	intent
S05_E13_95	it's a digital picture frame.	 introduce	intent
S05_E07_543	alex, could you--thank you.	 ask for help	intent
S06_E02_372	can't we just get to california	 advise	intent
S04_E10_145	and you got that from pants?	 joke	intent
S05_E09_364	he put some shelves in our mother's bathroom and they looked... really cool.	 praise	intent
S06_E09_315	effective immediately, there will be no more talk about conspiracy theories.	 inform	intent
S06_E05_350	i'm sick of looking at it. it's going on the list.	 complain	intent
S05_E14_188	you look beautiful! yeah!	 praise	intent
S04_E08_456	look, sayid, sayid, don't worry about it.	 comfort	intent
S06_E07_502	you're right.	 agree	intent
S05_E10_104	well, glenn, i have found your item right here.	 inform	intent
S05_E16_482	my birds flew away.	 complain	intent
S05_E09_547	jeff, so how about the two of you just start talking	 advise	intent
S05_E15_517	we're really sorry.	 apologise	intent
S05_E11_180	this one's doing stem cell research.	 introduce	intent
S05_E06_265	yep. she's my cowgirl.	 introduce	intent
S06_E02_69	oh, we could have a double wedding.	 advise	intent
S05_E12_42	there's 1,000 bucks in it. i already opened it.	 introduce	intent
S05_E12_141	oh, all right.	 agree	intent
S06_E01_509	amy sosa here.	 introduce	intent
S05_E15_526	what are you doing- no, no, don't do that!	 prevent	intent
S06_E09_532	we'll get into this later.	 leave	intent
S05_E15_111	yeah, everyone feeling  grr-eat?	 care	intent
S05_E06_408	if i run too fast, i become airborne.	 joke	intent
S05_E13_499	oh, man, that's such a good start.	 praise	intent
S06_E04_491	you know, i'm sorry.	 apologise	intent
S04_E11_184	sandra! bathroom duty!	 arrange	intent
S06_E01_195	so, first off, marcus tested positive for covid after attending a spring break party on the lake.	 inform	intent
S05_E09_584	sure.	 agree	intent
S05_E08_414	the point is that this guy is a jerk	 criticize	intent
S05_E20_532	sorry, this guy tricked me into taking a photo of him and his stupid pig.	 apologise	intent
S05_E09_223	he was cute, sure, but, okay	 praise	intent
S05_E11_238	hey, carol, you're not invited to sandra's wedding!	 inform	intent
S06_E10_310	jonah's...the most competent.	 praise	intent
S06_E03_5	oh, jonah, i'm sorry.	 apologise	intent
S05_E17_237	so i keep this cabinet full of healthy snacks for everyone.	 introduce	intent
S06_E06_474	something you'd like to share with the class, turd melon?	 taunt	intent
S06_E04_444	let's all come together for marcus.	 inform	intent
S05_E15_370	i gotta hop on another call, but we'll do this again soon.	 leave	intent
S05_E13_59	okay. here's the plan.	 introduce	intent
S04_E03_495	i'm sorry. i tried as hard as i could.	 apologise	intent
S05_E16_400	that was so important you needed to read it	 advise	intent
S04_E06_211	the bathroom is disgusting.	 complain	intent
S04_E01_265	i'm gonna go back to work now	 leave	intent
S04_E06_487	hey, amy, it's about that time.	 inform	intent
S05_E08_195	oh, sorry.	 apologise	intent
S06_E09_169	i think it was gonna be racist.	 complain	intent
S04_E05_185	i want to feel deeply uncomfortable	 complain	intent
S04_E14_386	he's always doing stuff with his hair.	 complain	intent
S05_E21_8	close the door.	 arrange	intent
S05_E11_463	and you're on the phone.	 joke	intent
S05_E21_1	hey. just got an email from hr.	 inform	intent
S06_E03_218	we're having an election.	 inform	intent
S05_E20_474	mom is crushed because you cheated on her.	 criticize	intent
S06_E09_537	oh, glenn, should you be drinking that with your diabetes?	 care	intent
S05_E13_450	you have diabetes. you aren't even in control	 criticize	intent
S05_E07_289	it's been two hours of this.	 complain	intent
S04_E04_169	now i can't tune it out. it doesn't even make sense.	 complain	intent
S05_E17_99	oh, wait, is everything okay?	 care	intent
S05_E06_96	i guess i'll just be here all day watching you eat that.	 joke	intent
S04_E16_328	hey, guys, how's it going over here?	 care	intent
S05_E10_323	hey.	 greet	intent
S06_E03_106	oh, jonah, that's wonderful.	 praise	intent
S04_E03_275	excuse me, i've got to go stop the love.	 leave	intent
S05_E15_215	you know, we could bring up some of our issues.	 advise	intent
S05_E07_5	it just made me uncomfortable.	 complain	intent
S05_E09_17	it's a nice fall day out there.	 praise	intent
S05_E08_463	stop it, i can tell you don't believe it.	 prevent	intent
S05_E09_295	cool. i learn so much from you.	 praise	intent
S05_E08_154	could you stop ringing the bell for just a second?	 prevent	intent
S04_E02_326	oh, this party's gonna be sick!	 praise	intent
S06_E07_355	guys, i'm gonna be a little busy around 2:00 p.m. don't even ask me what i'm doing. it's private.	 flaunt	intent
S05_E10_116	how's jonah doing out there? crushing it?	 care	intent
S05_E11_119	you're making too big a deal out of this.	 criticize	intent
S04_E08_101	that's awesome.	 praise	intent
S04_E11_365	elias, there is definitely a cart out there.	 inform	intent
S05_E16_197	it's a meme of indiana jones cracking his whip.	 introduce	intent
S05_E06_455	amy, wait!	 prevent	intent
S06_E04_449	seems great, but maybe we should set some ground rules.	 advise	intent
S04_E09_365	attention shoppers: it's 10 degrees fahrenheit outside,so why not take home a frosty case of ice pops?	 inform	intent
S05_E15_83	hey.	 greet	intent
S05_E10_549	dina busted out the cart-jousting stuff.	 inform	intent
S04_E16_391	running hard, water bad.	 joke	intent
S05_E16_216	i mean, i feel kinda bad, but it's too much.	 complain	intent
S05_E17_15	to the nearest dollar for charity.	 arrange	intent
S05_E18_149	oh, my god. that would be amazing.	 praise	intent
S05_E19_570	you guys are a little bit being like dicks right now.	 criticize	intent
S05_E13_248	so--so put it all back, and make it bigger.	 arrange	intent
S06_E03_12	why don't we all lead the meeting together?	 advise	intent
S05_E12_170	human equivalent of a band-aid in a salad--	 joke	intent
S04_E17_59	yeah, you guys, you're both so--so beautiful.	 praise	intent
S06_E05_486	please report to the break room for pizza because apparently, now everyone gets pizza.	 inform	intent
S05_E14_504	yeah, the internet has gotten so bad.	 complain	intent
S05_E13_199	no, thank you, justine, for answering the question.	 thank	intent
S05_E13_193	oh, okay. well, um, i have worked here	 introduce	intent
S05_E07_87	i need someone to help me run my shoplifter rehab course.	 ask for help	intent
S05_E07_6	i already have enough trouble	 complain	intent
S05_E14_402	remember to moisturize, okay?	 advise	intent
S05_E08_296	oh, okay, well, thank you.	 thank	intent
S05_E19_288	i'm gonna go get some takis.	 leave	intent
S04_E13_93	elias, i'm gonna need you to clean up the vomit that's gonna be all over the ladies' bathroom in about three minutes.	 arrange	intent
S05_E18_386	oh, don't do that.	 prevent	intent
S05_E20_24	my advice--don't get lost in the siblings.	 advise	intent
S05_E13_341	oh, i'm sorry, sir.	 apologise	intent
S04_E03_103	what if we made her employee of the month this month?	 advise	intent
S05_E20_491	i'm really sorry.	 apologise	intent
S05_E09_141	all right.	 leave	intent
S05_E15_508	i'm not on board with--i didn't even know the diaper part.	 oppose	intent
S04_E09_277	who would need 12,000 boxes of ice pops?	 complain	intent
S05_E12_493	it's too late. you missed everything.	 criticize	intent
S05_E15_192	like, cool. that's exciting.	 praise	intent
S04_E01_247	nope, just recap the markers when they're done.	 arrange	intent
S05_E09_505	uh, okay.	 agree	intent
S05_E09_47	and bring it out to the customer.	 arrange	intent
S06_E07_426	zephra can eat our ass meat.	 joke	intent
S05_E17_160	ah, that sounds amazing!	 praise	intent
S04_E03_358	that's interesting.	 praise	intent
S05_E16_109	well, i'm a  stockroom rockstar.	 flaunt	intent
S06_E04_545	ugh, this whole day sucks.	 complain	intent
S06_E03_471	oh, that's cool.	 praise	intent
S05_E13_258	okay, thank you, cheyenne.	 thank	intent
S05_E11_185	that's a cash register.	 introduce	intent
S05_E21_378	look, sandra, i gotta say something here.	 inform	intent
S05_E10_360	all right, well, um, we have a power outage.	 inform	intent
S06_E02_492	ohh, cheyenne, that's really sweet, thank you.	 thank	intent
S05_E06_74	ah, see? there's always a catch.	 taunt	intent
S04_E06_299	oh, i'm sorry.	 apologise	intent
S05_E15_113	speaking of cereal, you sound just like tony the tiger.	 joke	intent
S06_E04_396	this job is hard enough.	 complain	intent
S05_E11_151	and i need a floor supervisor	 ask for help	intent
S06_E03_458	glenn gave me ultimate executive power.	 flaunt	intent
S04_E11_85	it lowers your blood pressure and increases your lifespan.	 introduce	intent
